Brew_ID,Name,City,State,Latitude,Longitude
397,White Flame Brewing Company,Hudsonville, MI,42.870859,-85.8650358
398,Ruhstaller Beer Company,Sacramento, CA,38.5815719,-121.4943996
399,Saugatuck Brewing Company,Douglas, MI,42.6433583,-86.2005933
400,Moab Brewery,Moab, UT,38.5733155,-109.5498395
401,Macon Beer Company,Macon, GA,32.8406946,-83.6324022
402,Amnesia Brewing Company,Washougal, WA,45.5811365,-122.353892
403,Wolverine State Brewing Company,Ann Arbor, MI,42.2808256,-83.7430378
404,Red Tank Cider Company,Bend, OR,44.0581728,-121.3153096
405,Cascadia Ciderworks United,Portland, OR,45.5122308,-122.6587185
406,Fate Brewing Company,Boulder, CO,40.0149856,-105.2705456
407,Lazy Monk Brewing,Eau Claire, WI,44.811349,-91.4984941
408,Bitter Root Brewing,Hamilton, MT,46.2471437,-114.1548162
409,10 Barrel Brewing Company,Bend, OR,44.0581728,-121.3153096
410,Tamarack Brewing Company,Lakeside, MT,48.019969,-114.2279084
411,New England Brewing Company,Woodbridge, CT,41.352597,-73.0084385
412,Seattle Cider Company,Seattle, WA,47.6062095,-122.3320708
413,Straight to Ale,Huntsville, AL,34.7303688,-86.5861037
414,Austin Beerworks,Austin, TX,30.267153,-97.7430608
415,Blue Mountain Brewery,Arrington, VA,37.6840306,-78.9011326
416,Coastal Empire Beer Company,Savannah, GA,32.0808989,-81.091203
417,Jack's Hard Cider (Hauser Estate...,Biglerville, PA,39.9303715,-77.2480391
418,Boulder Beer Company,Boulder, CO,40.0149856,-105.2705456
419,Coalition Brewing Company,Portland, OR,45.5122308,-122.6587185
420,Sanitas Brewing Company,Boulder, CO,40.0149856,-105.2705456
421,Gore Range Brewery,Edwards, CO,39.644986,-106.5942
422,Redstone Meadery,Boulder, CO,40.0149856,-105.2705456
423,Blue Dog Mead,Eugene, OR,44.0520691,-123.0867536
424,Hess Brewing Company,San Diego, CA,32.715738,-117.1610838
425,Wynkoop Brewing Company,Denver, CO,39.7392358,-104.990251
426,Ciderboys,Stevens Point, WI,44.5235792,-89.574563
427,Armadillo Ale Works,Denton, TX,33.2148412,-97.1330683
428,Roanoke Railhouse Brewery,Roanoke, VA,37.2709704,-79.9414266
429,Schlafly Brewing Company,Saint Louis, MO,38.6270025,-90.1994042
430,Asher Brewing Company,Boulder, CO,40.0149856,-105.2705456
431,Lost Rhino Brewing Company,Ashburn, VA,39.0437567,-77.4874416
432,North Country Brewing Company,Slippery Rock, PA,41.0639506,-80.0564468
433,Seabright Brewery,Santa Cruz, CA,36.9741171,-122.0307963
434,French Broad Brewery,Asheville, NC,35.5950581,-82.5514869
435,Angry Orchard Cider Company,Cincinnati, OH,39.1031182,-84.5120196
436,Two Roads Brewing Company,Stratford, CT,41.1845415,-73.1331651
437,Southern Oregon Brewing Company,Medford, OR,42.3265152,-122.8755949
438,Brooklyn Brewery,Brooklyn, NY,40.6781784,-73.9441579
439,The Right Brain Brewery,Traverse City, MI,44.7630567,-85.6206317
440,Kona Brewing Company,Kona, HI,19.639994,-155.9969261
441,MillKing It Productions,Royal Oak, MI,42.4894801,-83.1446485
442,Pateros Creek Brewing Company,Fort Collins, CO,40.5852602,-105.084423
443,O'Fallon Brewery,O'Fallon, MO,38.8106075,-90.6998477
444,Marble Brewery,Albuquerque, NM,35.0843859,-106.650422
445,Big Wood Brewery,Vadnais Heights, MN,45.0574658,-93.0738305
446,Howard Brewing Company,Lenoir, NC,35.9140196,-81.5389849
447,Downeast Cider House,Leominster, MA,42.5250906,-71.759794
448,Swamp Head Brewery,Gainesville, FL,29.6516344,-82.3248262
449,Mavericks Beer Company,Half Moon Bay, CA,37.4635519,-122.4285862
450,TailGate Beer,San Diego, CA,32.715738,-117.1610838
451,Northwest Brewing Company,Pacific, WA,47.2645452,-122.2501201
452,Dad & Dude's Breweria,Aurora, CO,39.7294319,-104.8319195
453,Centennial Beer Company,Edwards, CO,39.644986,-106.5942
454,Denali Brewing Company,Talkeetna, AK,62.3209046,-150.1066221
455,Deschutes Brewery,Bend, OR,44.0581728,-121.3153096
456,Sunken City Brewing Company,Hardy, VA,37.2317643,-79.8114761
457,Lucette Brewing Company,Menominie, WI,44.8755183,-91.9193422
458,The Black Tooth Brewing Company,Sheridan, WY,44.7971939,-106.9561791
459,Kenai River Brewing Company,Soldotna, AK,60.4877778,-151.0583332
460,River North Brewery,Denver, CO,39.7392358,-104.990251
461,Fremont Brewing Company,Seattle, WA,47.6062095,-122.3320708
462,Armstrong Brewing Company,South San Francisco, CA,37.654656,-122.4077498
463,AC Golden Brewing Company,Golden, CO,39.755543,-105.2210997
464,Big Bend Brewing Company,Alpine, TX,30.3584919,-103.6610115
465,Good Life Brewing Company,Bend, OR,44.0581728,-121.3153096
466,Engine 15 Brewing,Jacksonville Beach, FL,30.2841224,-81.3961338
467,Green Room Brewing,Jacksonville, FL,30.3321838,-81.655651
468,Brindle Dog Brewing Company,Tampa Bay, FL,27.763383,-82.5436722
469,Peace Tree Brewing Company,Knoxville, IA,41.320343,-93.09967
470,Terrapin Brewing Company,Athens, GA,33.9519347,-83.357567
471,Pete's Brewing Company,San Antonio, TX,29.4241219,-98.4936282
472,Okoboji Brewing Company,Spirit Lake, IA,43.4226192,-95.1022313
473,Crystal Springs Brewing Company,Boulder, CO,40.0149856,-105.2705456
474,Engine House 9,Tacoma, WA,47.2528768,-122.4442906
475,Tonka Beer Company,Minnetonka, MN,44.9211836,-93.4687489
476,Red Hare Brewing Company,Marietta, GA,33.952602,-84.5499327
477,Hangar 24 Craft Brewery,Redlands, CA,34.0555693,-117.1825381
478,Big Elm Brewing,Sheffield, MA,42.1099885,-73.3551436
479,Good People Brewing Company,Birmingham, AL,33.5185892,-86.8103567
480,Heavy Seas Beer,Halethorpe, MD,39.2401735,-76.6806441
481,Telluride Brewing Company,Telluride, CO,37.9374939,-107.8122852
482,7 Seas Brewing Company,Gig Harbor, WA,47.329264,-122.5801293
483,Confluence Brewing Company,Des Moines, IA,41.5868353,-93.6249593
484,Bale Breaker Brewing Company,Yakima, WA,46.6020711,-120.5058987
485,The Manhattan Brewing Company,New York, NY,40.7127753,-74.0059728
486,MacTarnahans Brewing Company,Portland, OR,45.5122308,-122.6587185
487,Stillmank Beer Company,Green Bay, WI,44.5133188,-88.0132958
488,Redhook Brewery,Woodinville, WA,47.7542651,-122.1634581
489,Dock Street Brewery,Philadelphia, PA,39.9525839,-75.1652215
490,Blue Point Brewing Company,Patchogue, NY,40.7659783,-73.019343
491,Tampa Bay Brewing Company,Tampa, FL,27.950575,-82.4571776
492,Devil's Canyon Brewery,Belmont, CA,37.5202145,-122.2758008
493,Stone Coast Brewing Company,Portland, ME,43.6590993,-70.2568189
494,Broken Tooth Brewing Company,Anchorage, AK,61.2180556,-149.9002778
495,Seven Brides Brewery,Silverton, OR,45.0051213,-122.7831455
496,Newburyport Brewing Company,Newburyport, MA,42.8125913,-70.8772751
497,Dry Dock Brewing Company,Aurora, CO,39.7294319,-104.8319195
498,Cans Bar and Canteen,Charlotte, NC,35.2270869,-80.8431267
499,Sprecher Brewing Company,Glendale, WI,43.135288,-87.9356423
500,Wildwood Brewing Company,Stevensville, MT,46.5099225,-114.0931588
501,High Noon Saloon And Brewery,Leavenworth, KS,39.3111112,-94.9224637
502,Woodchuck Hard Cider,Middlebury, VT,44.0153371,-73.16734
503,Sea Dog Brewing Company,Portland, ME,43.6590993,-70.2568189
504,Oskar Blues Brewery,Lyons, CO,40.2247075,-105.271378
505,Carolina Beer & Beverage,Mooresville, NC,35.5859146,-80.8081413
506,Krebs Brewing Company (Pete's Pl...,Krebs, OK,34.9278748,-95.7158221
507,Warbird Brewing Company,Fort Wayne, IN,41.079273,-85.1393513
508,Mudshark Brewing Company,Lake Havasu City, AZ,34.483901,-114.3224548
509,Spilker Ales,Cortland, NE,40.5060627,-96.7058484
510,Wingman Brewers,Tacoma, WA,47.2528768,-122.4442906
511,Kettle House Brewing Company,Missoula, MT,46.8721284,-113.9940314
512,Sherwood Forest Brewers,Marlborough, MA,42.3459271,-71.5522874
513,Cottrell Brewing,Pawcatuck, CT,41.3773218,-71.8336802
514,Arctic Craft Brewery,Colorado Springs, CO,38.8338816,-104.8213634
515,Monkey Paw Pub & Brewery,San Diego, CA,32.715738,-117.1610838
516,Crabtree Brewing Company,Greeley, CO,40.4233142,-104.7091322
517,Emerald City Beer Company,Seattle, WA,47.6062095,-122.3320708
518,Butcher's Brewing,Carlsbad, CA,33.1580933,-117.3505939
519,New South Brewing Company,Myrtle Beach, SC,33.6890603,-78.8866943
520,Big River Brewing Company,Chattanooga, TN,35.0456297,-85.3096801
521,Twisted Pine Brewing Company,Boulder, CO,40.0149856,-105.2705456
522,Flying Dog Brewery,Frederick, MD,39.4142688,-77.4105409
523,Uncommon Brewers,Santa Cruz, CA,36.9741171,-122.0307963
524,Aspen Brewing Company,Aspen, CO,39.1910983,-106.8175387
525,Triangle Brewing Company,Durham, NC,35.9940329,-78.898619
526,Bomb Beer Company,New York, NY,40.7127753,-74.0059728
527,Churchkey Can Company,Seattle, WA,47.6062095,-122.3320708
528,Intuition Ale Works,Jacksonville, FL,30.3321838,-81.655651
529,Asheville Brewing Company,Asheville, NC,35.5950581,-82.5514869
530,Northwoods Brewpub,Eau Claire, WI,44.811349,-91.4984941
531,Buckbean Brewing Company,Reno, NV,39.5296329,-119.8138027
532,Dolores River Brewery,Dolores, CO,37.4738818,-108.5045356
533,Flat Rock Brewing Company,Smithton, PA,40.1539613,-79.7411535
534,Abita Brewing Company,Abita Springs, LA,30.4785257,-90.0375755
535,Mammoth Brewing Company,Mammoth Lakes, CA,37.648546,-118.972079
536,Harvest Moon Brewing Company,Belt, MT,47.387186,-110.9276606
537,Grand Canyon Brewing Company,Williams, AZ,35.2494566,-112.1910031
538,Lewis and Clark Brewing Company,Helena, MT,46.5891452,-112.0391057
539,Dundee Brewing Company,Rochester, NY,43.1565779,-77.6088465
540,Twin Lakes Brewing Company,Greenville, DE,39.7790012,-75.5982599
541,Mother Earth Brewing Company,Kinston, NC,35.2626635,-77.5816353
542,Arcadia Brewing Company,Battle Creek, MI,42.3211522,-85.1797142
543,Angry Minnow Brewing Company,Hayward, WI,46.0130065,-91.4846208
544,Great Northern Brewing Company,Whitefish, MT,48.4106373,-114.3352652
545,Pyramid Breweries,Seattle, WA,47.6062095,-122.3320708
546,Lancaster Brewing Company,Lancaster, PA,40.0466571,-76.1783739
547,Upstate Brewing Company,Elmira, NY,42.0897965,-76.8077338
548,Moat Mountain Smoke House & Brew...,North Conway, NH,44.0536805,-71.1284041
549,Prescott Brewing Company,Prescott, AZ,34.5400242,-112.4685025
550,Mogollon Brewing Company,Flagstaff, AZ,35.1982836,-111.651302
551,Wind River Brewing Company,Pinedale, WY,42.8678809,-109.8633501
552,Silverton Brewery,Silverton, CO,37.811941,-107.6645057
553,Mickey Finn's Brewery,Libertyville, IL,42.2830786,-87.9531303
554,Covington Brewhouse,Covington, LA,30.4754702,-90.1009108
555,Dave's Brewfarm,Wilson, WI,44.9535753,-92.1735178
556,Ukiah Brewing Company,Ukiah, CA,39.1501709,-123.2077831
557,Butternuts Beer and Ale,Garrattsville, NY,42.6472968,-75.1718306
558,Sleeping Lady Brewing Company,Anchorage, AK,61.2180556,-149.9002778
